date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Fri Apr 7 2017,Atlanta Hawks,114,Cleveland Cavaliers,100,20562,Quicken Loans Arena
Fri Apr 7 2017,Miami Heat,94,Toronto Raptors,96,19800,Air Canada Centre
Fri Apr 7 2017,Detroit Pistons,114,Houston Rockets,109,18055,Toyota Center
Fri Apr 7 2017,New York Knicks,88,Memphis Grizzlies,101,17631,FedEx Forum
Fri Apr 7 2017,San Antonio Spurs,102,Dallas Mavericks,89,20133,American Airlines Center
Fri Apr 7 2017,New Orleans Pelicans,106,Denver Nuggets,122,16348,Pepsi Center
Fri Apr 7 2017,Minnesota Timberwolves,113,Utah Jazz,120,19911,Vivint Smart Home Arena
Fri Apr 7 2017,Oklahoma City Thunder,99,Phoenix Suns,120,18055,Talking Stick Resort Arena
Fri Apr 7 2017,Sacramento Kings,94,Los Angeles Lakers,98,18997,STAPLES Center
Sat Apr 8 2017,Chicago Bulls,106,Brooklyn Nets,107,17732,Barclays Center
Sat Apr 8 2017,Boston Celtics,121,Charlotte Hornets,114,19407,Spectrum Center
Sat Apr 8 2017,Indiana Pacers,127,Orlando Magic,112,18846,Amway Center
Sat Apr 8 2017,Milwaukee Bucks,90,Philadelphia 76ers,82,16301,Wells Fargo Center
Sat Apr 8 2017,Miami Heat,106,Washington Wizards,103,20365,Verizon Center
Sat Apr 8 2017,Los Angeles Clippers,98,San Antonio Spurs,87,18420,AT&T Center
Sat Apr 8 2017,Utah Jazz,86,Portland Trail Blazers,101,19865,Moda Center
Sat Apr 8 2017,New Orleans Pelicans,101,Golden State Warriors,123,19596,Oracle Arena
Sun Apr 9 2017,Toronto Raptors,110,New York Knicks,97,19812,Madison Square Garden (IV)
Sun Apr 9 2017,Cleveland Cavaliers,125,Atlanta Hawks,126,18835,Philips Arena
Sun Apr 9 2017,Oklahoma City Thunder,106,Denver Nuggets,105,19718,Pepsi Center
Sun Apr 9 2017,Detroit Pistons,103,Memphis Grizzlies,90,16521,FedEx Forum
Sun Apr 9 2017,Dallas Mavericks,111,Phoenix Suns,124,18055,Talking Stick Resort Arena
Sun Apr 9 2017,Houston Rockets,135,Sacramento Kings,128,17608,Golden 1 Center
Sun Apr 9 2017,Minnesota Timberwolves,109,Los Angeles Lakers,110,18997,STAPLES Center
Mon Apr 10 2017,Indiana Pacers,120,Philadelphia 76ers,111,14622,Wells Fargo Center
Mon Apr 10 2017,Brooklyn Nets,105,Boston Celtics,114,18624,TD Garden
Mon Apr 10 2017,Cleveland Cavaliers,121,Miami Heat,124,19673,AmericanAirlines Arena
Mon Apr 10 2017,Orlando Magic,75,Chicago Bulls,122,21545,United Center
Mon Apr 10 2017,Washington Wizards,105,Detroit Pistons,101,21012,The Palace of Auburn Hills
Mon Apr 10 2017,Charlotte Hornets,79,Milwaukee Bucks,89,18717,BMO Harris Bradley Center
Mon Apr 10 2017,San Antonio Spurs,98,Portland Trail Blazers,99,19393,Moda Center
Mon Apr 10 2017,Utah Jazz,105,Golden State Warriors,99,19596,Oracle Arena
Mon Apr 10 2017,Houston Rockets,96,Los Angeles Clippers,125,19163,STAPLES Center
Tue Apr 11 2017,Charlotte Hornets,76,Atlanta Hawks,103,14205,Philips Arena
Tue Apr 11 2017,Oklahoma City Thunder,100,Minnesota Timberwolves,98,19356,Target Center
Tue Apr 11 2017,Denver Nuggets,109,Dallas Mavericks,91,20333,American Airlines Center
Tue Apr 11 2017,New Orleans Pelicans,96,Los Angeles Lakers,108,18997,STAPLES Center
Tue Apr 11 2017,Phoenix Suns,104,Sacramento Kings,129,17608,Golden 1 Center
Wed Apr 12 2017,Milwaukee Bucks,94,Boston Celtics,112,18624,TD Garden
Wed Apr 12 2017,Brooklyn Nets,73,Chicago Bulls,112,21648,United Center
Wed Apr 12 2017,Toronto Raptors,98,Cleveland Cavaliers,83,20562,Quicken Loans Arena
Wed Apr 12 2017,Minnesota Timberwolves,118,Houston Rockets,123,18055,Toyota Center
Wed Apr 12 2017,Atlanta Hawks,86,Indiana Pacers,104,17923,Bankers Life Fieldhouse
Wed Apr 12 2017,Dallas Mavericks,100,Memphis Grizzlies,93,16274,FedEx Forum
Wed Apr 12 2017,Washington Wizards,102,Miami Heat,110,19963,AmericanAirlines Arena
Wed Apr 12 2017,Philadelphia 76ers,113,New York Knicks,114,19812,Madison Square Garden (IV)
Wed Apr 12 2017,Denver Nuggets,111,Oklahoma City Thunder,105,18203,Chesapeake Energy Arena
Wed Apr 12 2017,Detroit Pistons,109,Orlando Magic,113,19458,Amway Center
Wed Apr 12 2017,San Antonio Spurs,97,Utah Jazz,101,19911,Vivint Smart Home Arena
Wed Apr 12 2017,Los Angeles Lakers,94,Golden State Warriors,109,19596,Oracle Arena
Wed Apr 12 2017,Sacramento Kings,95,Los Angeles Clippers,115,19060,STAPLES Center
Wed Apr 12 2017,New Orleans Pelicans,103,Portland Trail Blazers,100,19521,Moda Center
Sat Apr 15 2017,Indiana Pacers,108,Cleveland Cavaliers,109,20562,Quicken Loans Arena
Sat Apr 15 2017,Milwaukee Bucks,97,Toronto Raptors,83,20133,Air Canada Centre
Sat Apr 15 2017,Memphis Grizzlies,82,San Antonio Spurs,111,18418,AT&T Center
Sat Apr 15 2017,Utah Jazz,97,Los Angeles Clippers,95,19060,STAPLES Center
Sun Apr 16 2017,Atlanta Hawks,107,Washington Wizards,114,20356,Verizon Center
Sun Apr 16 2017,Portland Trail Blazers,109,Golden State Warriors,121,19596,Oracle Arena
Sun Apr 16 2017,Chicago Bulls,106,Boston Celtics,102,18624,TD Garden
Sun Apr 16 2017,Oklahoma City Thunder,87,Houston Rockets,118,18055,Toyota Center
Mon Apr 17 2017,Indiana Pacers,111,Cleveland Cavaliers,117,20562,Quicken Loans Arena
Mon Apr 17 2017,Memphis Grizzlies,82,San Antonio Spurs,96,18418,AT&T Center
Tue Apr 18 2017,Milwaukee Bucks,100,Toronto Raptors,106,20077,Air Canada Centre
Tue Apr 18 2017,Chicago Bulls,111,Boston Celtics,97,18624,TD Garden
Tue Apr 18 2017,Utah Jazz,91,Los Angeles Clippers,99,19060,STAPLES Center
Wed Apr 19 2017,Atlanta Hawks,101,Washington Wizards,109,20356,Verizon Center
Wed Apr 19 2017,Oklahoma City Thunder,111,Houston Rockets,115,18055,Toyota Center
Wed Apr 19 2017,Portland Trail Blazers,81,Golden State Warriors,110,19596,Oracle Arena
Thu Apr 20 2017,Cleveland Cavaliers,119,Indiana Pacers,114,17923,Bankers Life Fieldhouse
Thu Apr 20 2017,Toronto Raptors,77,Milwaukee Bucks,104,18717,BMO Harris Bradley Center
Thu Apr 20 2017,San Antonio Spurs,94,Memphis Grizzlies,105,18119,FedEx Forum
Fri Apr 21 2017,Boston Celtics,104,Chicago Bulls,87,21293,United Center
Fri Apr 21 2017,Houston Rockets,113,Oklahoma City Thunder,115,18203,Chesapeake Energy Arena
Fri Apr 21 2017,Los Angeles Clippers,111,Utah Jazz,106,19911,Vivint Smart Home Arena
Sat Apr 22 2017,Toronto Raptors,87,Milwaukee Bucks,76,18717,BMO Harris Bradley Center
Sat Apr 22 2017,Washington Wizards,98,Atlanta Hawks,116,18866,Philips Arena
Sat Apr 22 2017,San Antonio Spurs,108,Memphis Grizzlies,110,18119,FedEx Forum
Sat Apr 22 2017,Golden State Warriors,119,Portland Trail Blazers,113,20177,Moda Center
Sun Apr 23 2017,Cleveland Cavaliers,106,Indiana Pacers,102,17923,Bankers Life Fieldhouse
Sun Apr 23 2017,Houston Rockets,113,Oklahoma City Thunder,109,18203,Chesapeake Energy Arena
Sun Apr 23 2017,Boston Celtics,104,Chicago Bulls,95,21863,United Center
Sun Apr 23 2017,Los Angeles Clippers,98,Utah Jazz,105,19911,Vivint Smart Home Arena
Mon Apr 24 2017,Milwaukee Bucks,93,Toronto Raptors,118,20251,Air Canada Centre
Mon Apr 24 2017,Washington Wizards,101,Atlanta Hawks,111,18676,Philips Arena
Mon Apr 24 2017,Golden State Warriors,128,Portland Trail Blazers,103,19902,Moda Center
Tue Apr 25 2017,Oklahoma City Thunder,99,Houston Rockets,105,18055,Toyota Center
Tue Apr 25 2017,Memphis Grizzlies,103,San Antonio Spurs,116,18418,AT&T Center
Tue Apr 25 2017,Utah Jazz,96,Los Angeles Clippers,92,19171,STAPLES Center
Wed Apr 26 2017,Atlanta Hawks,99,Washington Wizards,103,20356,Verizon Center
Wed Apr 26 2017,Chicago Bulls,97,Boston Celtics,108,18624,TD Garden
Thu Apr 27 2017,Toronto Raptors,92,Milwaukee Bucks,89,18717,BMO Harris Bradley Center
Thu Apr 27 2017,San Antonio Spurs,103,Memphis Grizzlies,96,18119,FedEx Forum
Fri Apr 28 2017,Washington Wizards,115,Atlanta Hawks,99,18849,Philips Arena
Fri Apr 28 2017,Boston Celtics,105,Chicago Bulls,83,21682,United Center
Fri Apr 28 2017,Los Angeles Clippers,98,Utah Jazz,93,19911,Vivint Smart Home Arena
Sun Apr 30 2017,Washington Wizards,111,Boston Celtics,123,18624,TD Garden
Sun Apr 30 2017,Utah Jazz,104,Los Angeles Clippers,91,19060,STAPLES Center
Mon May 1 2017,Toronto Raptors,105,Cleveland Cavaliers,116,20562,Quicken Loans Arena
Mon May 1 2017,Houston Rockets,126,San Antonio Spurs,99,18418,AT&T Center
Tue May 2 2017,Washington Wizards,119,Boston Celtics,129,18624,TD Garden
Tue May 2 2017,Utah Jazz,94,Golden State Warriors,106,19596,Oracle Arena
Wed May 3 2017,Toronto Raptors,103,Cleveland Cavaliers,125,20562,Quicken Loans Arena
Wed May 3 2017,Houston Rockets,96,San Antonio Spurs,121,18418,AT&T Center
Thu May 4 2017,Boston Celtics,89,Washington Wizards,116,20356,Verizon Center
Thu May 4 2017,Utah Jazz,104,Golden State Warriors,115,19596,Oracle Arena
Fri May 5 2017,Cleveland Cavaliers,115,Toronto Raptors,94,20384,Air Canada Centre
Fri May 5 2017,San Antonio Spurs,103,Houston Rockets,92,18187,Toyota Center
Sat May 6 2017,Golden State Warriors,102,Utah Jazz,91,19911,Vivint Smart Home Arena
Sun May 7 2017,Cleveland Cavaliers,109,Toronto Raptors,102,20307,Air Canada Centre
Sun May 7 2017,Boston Celtics,102,Washington Wizards,121,20356,Verizon Center
Sun May 7 2017,San Antonio Spurs,104,Houston Rockets,125,18055,Toyota Center
Mon May 8 2017,Golden State Warriors,121,Utah Jazz,95,19911,Vivint Smart Home Arena
Tue May 9 2017,Houston Rockets,107,San Antonio Spurs,110,18418,AT&T Center
Wed May 10 2017,Washington Wizards,101,Boston Celtics,123,18624,TD Garden
Thu May 11 2017,San Antonio Spurs,114,Houston Rockets,75,18055,Toyota Center
Fri May 12 2017,Boston Celtics,91,Washington Wizards,92,20356,Verizon Center
Sun May 14 2017,San Antonio Spurs,111,Golden State Warriors,113,19596,Oracle Arena
Mon May 15 2017,Washington Wizards,105,Boston Celtics,115,18624,TD Garden
Tue May 16 2017,San Antonio Spurs,100,Golden State Warriors,136,19596,Oracle Arena
Wed May 17 2017,Cleveland Cavaliers,117,Boston Celtics,104,18624,TD Garden
Fri May 19 2017,Cleveland Cavaliers,130,Boston Celtics,86,18624,TD Garden
Sat May 20 2017,Golden State Warriors,120,San Antonio Spurs,108,18792,AT&T Center
Sun May 21 2017,Boston Celtics,111,Cleveland Cavaliers,108,20562,Quicken Loans Arena
Mon May 22 2017,Golden State Warriors,129,San Antonio Spurs,115,18466,AT&T Center
Tue May 23 2017,Boston Celtics,99,Cleveland Cavaliers,112,20562,Quicken Loans Arena
Thu May 25 2017,Cleveland Cavaliers,135,Boston Celtics,102,18624,TD Garden
Thu Jun 1 2017,Cleveland Cavaliers,91,Golden State Warriors,113,19596,Oracle Arena
Sun Jun 4 2017,Cleveland Cavaliers,113,Golden State Warriors,132,19596,Oracle Arena
Wed Jun 7 2017,Golden State Warriors,118,Cleveland Cavaliers,113,20562,Quicken Loans Arena
Fri Jun 9 2017,Golden State Warriors,116,Cleveland Cavaliers,137,20562,Quicken Loans Arena
Mon Jun 12 2017,Cleveland Cavaliers,120,Golden State Warriors,129,19596,Oracle Arena
