date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Fri Apr 5 2019,Boston Celtics,117,Indiana Pacers,97,17371,Bankers Life Fieldhouse
Fri Apr 5 2019,Miami Heat,109,Minnesota Timberwolves,111,17763,Target Center
Fri Apr 5 2019,Detroit Pistons,110,Oklahoma City Thunder,123,18203,Chesapeake Energy Arena
Fri Apr 5 2019,Memphis Grizzlies,122,Dallas Mavericks,112,20111,American Airlines Center
Fri Apr 5 2019,Sacramento Kings,98,Utah Jazz,119,18306,Vivint Smart Home Arena
Fri Apr 5 2019,New Orleans Pelicans,126,Phoenix Suns,133,16410,Talking Stick Resort Arena
Fri Apr 5 2019,Portland Trail Blazers,110,Denver Nuggets,119,19928,Pepsi Center
Fri Apr 5 2019,Cleveland Cavaliers,114,Golden State Warriors,120,19596,Oracle Arena
Fri Apr 5 2019,Los Angeles Lakers,122,Los Angeles Clippers,117,17910,STAPLES Center
Sat Apr 6 2019,Brooklyn Nets,133,Milwaukee Bucks,128,18116,Fiserv Forum
Sat Apr 6 2019,Philadelphia 76ers,116,Chicago Bulls,96,21059,United Center
Sun Apr 7 2019,Miami Heat,109,Toronto Raptors,117,19800,Scotiabank Arena
Sun Apr 7 2019,San Antonio Spurs,112,Cleveland Cavaliers,90,19432,Quicken Loans Arena
Sun Apr 7 2019,Oklahoma City Thunder,132,Minnesota Timberwolves,126,18978,Target Center
Sun Apr 7 2019,Charlotte Hornets,104,Detroit Pistons,91,19871,Little Caesars Arena
Sun Apr 7 2019,Brooklyn Nets,108,Indiana Pacers,96,16197,Bankers Life Fieldhouse
Sun Apr 7 2019,Dallas Mavericks,129,Memphis Grizzlies,127,16744,FedEx Forum
Sun Apr 7 2019,Phoenix Suns,113,Houston Rockets,149,18055,Toyota Center
Sun Apr 7 2019,Atlanta Hawks,107,Milwaukee Bucks,115,17775,Fiserv Forum
Sun Apr 7 2019,Orlando Magic,116,Boston Celtics,108,18624,TD Garden
Sun Apr 7 2019,Washington Wizards,110,New York Knicks,113,19812,Madison Square Garden (IV)
Sun Apr 7 2019,Los Angeles Clippers,104,Golden State Warriors,131,19596,Oracle Arena
Sun Apr 7 2019,Denver Nuggets,108,Portland Trail Blazers,115,19890,Moda Center
Sun Apr 7 2019,New Orleans Pelicans,133,Sacramento Kings,129,17583,Golden 1 Center
Sun Apr 7 2019,Utah Jazz,109,Los Angeles Lakers,113,18997,STAPLES Center
Tue Apr 9 2019,Charlotte Hornets,124,Cleveland Cavaliers,97,19432,Quicken Loans Arena
Tue Apr 9 2019,Memphis Grizzlies,93,Detroit Pistons,100,19802,Little Caesars Arena
Tue Apr 9 2019,Boston Celtics,116,Washington Wizards,110,20409,Capital One Arena
Tue Apr 9 2019,Philadelphia 76ers,99,Miami Heat,122,20153,AmericanAirlines Arena
Tue Apr 9 2019,New York Knicks,96,Chicago Bulls,86,21350,United Center
Tue Apr 9 2019,Toronto Raptors,120,Minnesota Timberwolves,100,16119,Target Center
Tue Apr 9 2019,Golden State Warriors,112,New Orleans Pelicans,103,17090,Smoothie King Center
Tue Apr 9 2019,Phoenix Suns,109,Dallas Mavericks,120,21041,American Airlines Center
Tue Apr 9 2019,Denver Nuggets,108,Utah Jazz,118,18306,Vivint Smart Home Arena
Tue Apr 9 2019,Houston Rockets,111,Oklahoma City Thunder,112,18203,Chesapeake Energy Arena
Tue Apr 9 2019,Portland Trail Blazers,104,Los Angeles Lakers,101,18997,STAPLES Center
Wed Apr 10 2019,Indiana Pacers,135,Atlanta Hawks,134,17143,State Farm Arena
Wed Apr 10 2019,Miami Heat,94,Brooklyn Nets,113,17732,Barclays Center
Wed Apr 10 2019,Orlando Magic,122,Charlotte Hornets,114,17719,Spectrum Center
Wed Apr 10 2019,Golden State Warriors,117,Memphis Grizzlies,132,17794,FedEx Forum
Wed Apr 10 2019,Oklahoma City Thunder,127,Milwaukee Bucks,116,18082,Fiserv Forum
Wed Apr 10 2019,Detroit Pistons,115,New York Knicks,89,19812,Madison Square Garden (IV)
Wed Apr 10 2019,Chicago Bulls,109,Philadelphia 76ers,125,20197,Wells Fargo Center
Wed Apr 10 2019,Dallas Mavericks,94,San Antonio Spurs,105,18629,AT&T Center
Wed Apr 10 2019,Minnesota Timberwolves,95,Denver Nuggets,99,16332,Pepsi Center
Wed Apr 10 2019,Utah Jazz,137,Los Angeles Clippers,143,17655,STAPLES Center
Wed Apr 10 2019,Sacramento Kings,131,Portland Trail Blazers,136,19814,Moda Center
Sat Apr 13 2019,Brooklyn Nets,111,Philadelphia 76ers,102,20437,Wells Fargo Center
Sat Apr 13 2019,Orlando Magic,104,Toronto Raptors,101,19937,Scotiabank Arena
Sat Apr 13 2019,Los Angeles Clippers,104,Golden State Warriors,121,19596,Oracle Arena
Sat Apr 13 2019,San Antonio Spurs,101,Denver Nuggets,96,19520,Pepsi Center
Sun Apr 14 2019,Indiana Pacers,74,Boston Celtics,84,18624,TD Garden
Sun Apr 14 2019,Oklahoma City Thunder,99,Portland Trail Blazers,104,19886,Moda Center
Sun Apr 14 2019,Detroit Pistons,86,Milwaukee Bucks,121,17529,Fiserv Forum
Sun Apr 14 2019,Utah Jazz,90,Houston Rockets,122,18055,Toyota Center
Mon Apr 15 2019,Brooklyn Nets,123,Philadelphia 76ers,145,20591,Wells Fargo Center
Mon Apr 15 2019,Los Angeles Clippers,135,Golden State Warriors,131,19596,Oracle Arena
Tue Apr 16 2019,Orlando Magic,82,Toronto Raptors,111,19964,Scotiabank Arena
Tue Apr 16 2019,San Antonio Spurs,105,Denver Nuggets,114,19520,Pepsi Center
Tue Apr 16 2019,Oklahoma City Thunder,94,Portland Trail Blazers,114,20041,Moda Center
Wed Apr 17 2019,Indiana Pacers,91,Boston Celtics,99,18624,TD Garden
Wed Apr 17 2019,Detroit Pistons,99,Milwaukee Bucks,120,17513,Fiserv Forum
Wed Apr 17 2019,Utah Jazz,98,Houston Rockets,118,18055,Toyota Center
Thu Apr 18 2019,Philadelphia 76ers,131,Brooklyn Nets,115,17732,Barclays Center
Thu Apr 18 2019,Denver Nuggets,108,San Antonio Spurs,118,18354,AT&T Center
Thu Apr 18 2019,Golden State Warriors,132,Los Angeles Clippers,105,19068,STAPLES Center
Fri Apr 19 2019,Toronto Raptors,98,Orlando Magic,93,19367,Amway Center
Fri Apr 19 2019,Boston Celtics,104,Indiana Pacers,96,17923,Bankers Life Fieldhouse
Fri Apr 19 2019,Portland Trail Blazers,108,Oklahoma City Thunder,120,18203,Chesapeake Energy Arena
Sat Apr 20 2019,Philadelphia 76ers,112,Brooklyn Nets,108,17732,Barclays Center
Sat Apr 20 2019,Denver Nuggets,117,San Antonio Spurs,103,18354,AT&T Center
Sat Apr 20 2019,Milwaukee Bucks,119,Detroit Pistons,103,20520,Little Caesars Arena
Sat Apr 20 2019,Houston Rockets,104,Utah Jazz,101,18306,Vivint Smart Home Arena
Sun Apr 21 2019,Boston Celtics,110,Indiana Pacers,106,17923,Bankers Life Fieldhouse
Sun Apr 21 2019,Golden State Warriors,113,Los Angeles Clippers,105,19068,STAPLES Center
Sun Apr 21 2019,Toronto Raptors,107,Orlando Magic,85,19087,Amway Center
Sun Apr 21 2019,Portland Trail Blazers,111,Oklahoma City Thunder,98,18203,Chesapeake Energy Arena
Mon Apr 22 2019,Milwaukee Bucks,127,Detroit Pistons,104,20332,Little Caesars Arena
Mon Apr 22 2019,Houston Rockets,91,Utah Jazz,107,18306,Vivint Smart Home Arena
Tue Apr 23 2019,Orlando Magic,96,Toronto Raptors,115,19800,Scotiabank Arena
Tue Apr 23 2019,Brooklyn Nets,100,Philadelphia 76ers,122,20595,Wells Fargo Center
Tue Apr 23 2019,San Antonio Spurs,90,Denver Nuggets,108,19520,Pepsi Center
Tue Apr 23 2019,Oklahoma City Thunder,115,Portland Trail Blazers,118,20241,Moda Center
Wed Apr 24 2019,Utah Jazz,93,Houston Rockets,100,18055,Toyota Center
Wed Apr 24 2019,Los Angeles Clippers,129,Golden State Warriors,121,19596,Oracle Arena
Thu Apr 25 2019,Denver Nuggets,103,San Antonio Spurs,120,18354,AT&T Center
Fri Apr 26 2019,Golden State Warriors,129,Los Angeles Clippers,110,19068,STAPLES Center
Sat Apr 27 2019,Philadelphia 76ers,95,Toronto Raptors,108,19800,Scotiabank Arena
Sat Apr 27 2019,San Antonio Spurs,86,Denver Nuggets,90,19725,Pepsi Center
Sun Apr 28 2019,Boston Celtics,112,Milwaukee Bucks,90,17561,Fiserv Forum
Sun Apr 28 2019,Houston Rockets,100,Golden State Warriors,104,19596,Oracle Arena
Mon Apr 29 2019,Philadelphia 76ers,94,Toronto Raptors,89,19800,Scotiabank Arena
Mon Apr 29 2019,Portland Trail Blazers,113,Denver Nuggets,121,19520,Pepsi Center
Tue Apr 30 2019,Boston Celtics,102,Milwaukee Bucks,123,17536,Fiserv Forum
Tue Apr 30 2019,Houston Rockets,109,Golden State Warriors,115,19596,Oracle Arena
Wed May 1 2019,Portland Trail Blazers,97,Denver Nuggets,90,19520,Pepsi Center
Thu May 2 2019,Toronto Raptors,95,Philadelphia 76ers,116,20658,Wells Fargo Center
Fri May 3 2019,Milwaukee Bucks,123,Boston Celtics,116,18624,TD Garden
Fri May 3 2019,Denver Nuggets,137,Portland Trail Blazers,140,20193,Moda Center
Sat May 4 2019,Golden State Warriors,121,Houston Rockets,126,18169,Toyota Center
Sun May 5 2019,Toronto Raptors,101,Philadelphia 76ers,96,20639,Wells Fargo Center
Sun May 5 2019,Denver Nuggets,116,Portland Trail Blazers,112,20146,Moda Center
Mon May 6 2019,Milwaukee Bucks,113,Boston Celtics,101,18624,TD Garden
Mon May 6 2019,Golden State Warriors,108,Houston Rockets,112,18055,Toyota Center
Tue May 7 2019,Philadelphia 76ers,89,Toronto Raptors,125,20287,Scotiabank Arena
Tue May 7 2019,Portland Trail Blazers,98,Denver Nuggets,124,19520,Pepsi Center
Wed May 8 2019,Boston Celtics,91,Milwaukee Bucks,116,17701,Fiserv Forum
Wed May 8 2019,Houston Rockets,99,Golden State Warriors,104,19596,Oracle Arena
Thu May 9 2019,Toronto Raptors,101,Philadelphia 76ers,112,20525,Wells Fargo Center
Thu May 9 2019,Denver Nuggets,108,Portland Trail Blazers,119,20022,Moda Center
Fri May 10 2019,Golden State Warriors,118,Houston Rockets,113,18055,Toyota Center
Sun May 12 2019,Portland Trail Blazers,100,Denver Nuggets,96,19725,Pepsi Center
Sun May 12 2019,Philadelphia 76ers,90,Toronto Raptors,92,20917,Scotiabank Arena
Tue May 14 2019,Portland Trail Blazers,94,Golden State Warriors,116,19596,Oracle Arena
Wed May 15 2019,Toronto Raptors,100,Milwaukee Bucks,108,17345,Fiserv Forum
Thu May 16 2019,Portland Trail Blazers,111,Golden State Warriors,114,19596,Oracle Arena
Fri May 17 2019,Toronto Raptors,103,Milwaukee Bucks,125,17570,Fiserv Forum
Sat May 18 2019,Golden State Warriors,110,Portland Trail Blazers,99,20214,Moda Center
Sun May 19 2019,Milwaukee Bucks,112,Toronto Raptors,118,19923,Scotiabank Arena
Mon May 20 2019,Golden State Warriors,119,Portland Trail Blazers,117,20064,Moda Center
Tue May 21 2019,Milwaukee Bucks,102,Toronto Raptors,120,20237,Scotiabank Arena
Thu May 23 2019,Toronto Raptors,105,Milwaukee Bucks,99,17384,Fiserv Forum
Sat May 25 2019,Milwaukee Bucks,94,Toronto Raptors,100,20478,Scotiabank Arena
Thu May 30 2019,Golden State Warriors,109,Toronto Raptors,118,19983,Scotiabank Arena
Sun Jun 2 2019,Golden State Warriors,109,Toronto Raptors,104,20014,Scotiabank Arena
Wed Jun 5 2019,Toronto Raptors,123,Golden State Warriors,109,19596,Oracle Arena
Fri Jun 7 2019,Toronto Raptors,105,Golden State Warriors,92,19596,Oracle Arena
Mon Jun 10 2019,Golden State Warriors,106,Toronto Raptors,105,20144,Scotiabank Arena
Thu Jun 13 2019,Toronto Raptors,114,Golden State Warriors,110,19596,Oracle Arena
